Order ID,Order Date,Customer ID,Product Name,Category,City,Quantity,Sales,Profit,Rating
ORD1061,2024-03-02,CUST487,Watch,Fashion,Hyderabad,4,36441,3059,4.7
ORD1062,2024-03-03,CUST700,Smartphone,Electronics,Bangalore,4,29665,9204,4.8
ORD1063,2024-03-04,CUST415,T-shirt,Accessories,Hyderabad,2,2167,1877,4.1
ORD1064,2024-03-05,CUST113,Laptop,Fashion,Bangalore,3,26713,7029,4.0
ORD1065,2024-03-06,CUST341,Smartphone,Accessories,Pune,2,4614,9855,3.9
ORD1066,2024-03-07,CUST876,Headphones,Fashion,Hyderabad,4,36821,9882,3.6
ORD1067,2024-03-08,CUST445,Headphones,Accessories,Pune,2,8261,8619,3.9
ORD1068,2024-03-09,CUST664,Smartphone,Electronics,Delhi,3,31616,4335,4.5
ORD1069,2024-03-10,CUST997,Watch,Electronics,Delhi,3,34268,6960,4.2
ORD1070,2024-03-11,CUST439,Headphones,Electronics,Mumbai,3,48906,8611,4.8
ORD1071,2024-03-12,CUST191,Earbuds,Fashion,Hyderabad,1,25926,2246,3.9
ORD1072,2024-03-13,CUST466,Backpack,Electronics,Pune,2,18272,3797,4.2
ORD1073,2024-03-14,CUST554,Backpack,Fashion,Bangalore,4,38718,8893,4.3
ORD1074,2024-03-15,CUST527,Earbuds,Electronics,Delhi,4,4212,6028,4.2
ORD1075,2024-03-16,CUST608,Smartphone,Electronics,Delhi,4,1867,5657,4.4
ORD1076,2024-03-17,CUST875,Earbuds,Fashion,Bangalore,1,41457,819,3.5
ORD1077,2024-03-18,CUST134,Laptop,Fashion,Pune,1,42281,830,4.0
ORD1078,2024-03-19,CUST305,Laptop,Electronics,Pune,3,26700,9958,3.2
ORD1079,2024-03-20,CUST180,Smartphone,Fashion,Hyderabad,4,4226,6353,3.8
ORD1080,2024-03-21,CUST661,Earbuds,Electronics,Hyderabad,1,24116,4033,4.0
ORD1081,2024-03-22,CUST971,Laptop,Fashion,Chennai,3,28223,9553,4.3
ORD1082,2024-03-23,CUST487,Watch,Accessories,Chennai,4,38074,8764,4.9
ORD1083,2024-03-24,CUST101,Earbuds,Accessories,Mumbai,2,35458,571,4.2
ORD1084,2024-03-25,CUST489,Watch,Accessories,Delhi,3,9608,9177,4.5
ORD1085,2024-03-26,CUST665,Laptop,Accessories,Hyderabad,1,12678,7619,4.0
ORD1086,2024-03-27,CUST205,Backpack,Accessories,Pune,1,36143,5834,4.3
ORD1087,2024-03-28,CUST871,Laptop,Electronics,Bangalore,3,31824,4633,3.1
ORD1088,2024-03-29,CUST921,Watch,Accessories,Pune,3,38860,5996,3.5
ORD1089,2024-03-30,CUST576,Shoes,Accessories,Delhi,1,18324,4991,3.7
ORD1090,2024-03-31,CUST802,T-shirt,Accessories,Chennai,2,45860,6317,3.9
ORD1091,2024-04-01,CUST501,Headphones,Accessories,Pune,4,9427,7178,3.1
ORD1092,2024-04-02,CUST829,Earbuds,Fashion,Mumbai,2,28644,2511,3.3
ORD1093,2024-04-03,CUST655,Shoes,Electronics,Delhi,3,31510,735,3.6
ORD1094,2024-04-04,CUST261,Laptop,Accessories,Chennai,2,22943,2210,4.9
ORD1095,2024-04-05,CUST301,Backpack,Accessories,Bangalore,1,14937,7081,3.7
ORD1096,2024-04-06,CUST369,Smartphone,Accessories,Chennai,3,44798,9809,4.0
ORD1097,2024-04-07,CUST962,Laptop,Electronics,Mumbai,4,40278,5391,3.4
ORD1098,2024-04-08,CUST915,Backpack,Fashion,Delhi,1,11707,88,4.2
ORD1099,2024-04-09,CUST370,T-shirt,Electronics,Bangalore,1,26037,4925,3.6
ORD1100,2024-04-10,CUST555,Laptop,Fashion,Mumbai,4,36257,1306,3.4
ORD1101,2024-04-11,CUST561,Watch,Accessories,Chennai,4,12540,7747,4.0
ORD1102,2024-04-12,CUST826,Smartphone,Accessories,Mumbai,2,42486,2246,3.0
ORD1103,2024-04-13,CUST351,Backpack,Electronics,Delhi,3,23112,7215,3.0
ORD1104,2024-04-14,CUST801,Backpack,Electronics,Hyderabad,4,28941,351,3.4
ORD1105,2024-04-15,CUST395,Backpack,Fashion,Mumbai,4,6971,7577,3.1
ORD1106,2024-04-16,CUST824,T-shirt,Fashion,Mumbai,3,36131,6431,3.2
ORD1107,2024-04-17,CUST819,Laptop,Electronics,Chennai,4,43961,696,3.7
ORD1108,2024-04-18,CUST848,T-shirt,Fashion,Chennai,4,27023,8839,4.6
ORD1109,2024-04-19,CUST437,Earbuds,Electronics,Bangalore,2,31848,8903,4.1
ORD1110,2024-04-20,CUST978,Headphones,Fashion,Chennai,1,1677,4380,4.0
ORD1111,2024-04-21,CUST152,Headphones,Electronics,Pune,1,5260,9610,3.6
ORD1112,2024-04-22,CUST891,Earbuds,Electronics,Delhi,1,33279,7053,4.9
ORD1113,2024-04-23,CUST316,Laptop,Electronics,Delhi,1,22136,3587,3.8
ORD1114,2024-04-24,CUST863,Watch,Fashion,Hyderabad,4,16853,4608,3.2
ORD1115,2024-04-25,CUST287,T-shirt,Fashion,Hyderabad,3,12056,6629,4.2
ORD1116,2024-04-26,CUST479,Smartphone,Fashion,Delhi,3,28098,8524,3.2
ORD1117,2024-04-27,CUST592,Backpack,Electronics,Hyderabad,2,12063,9728,3.7
ORD1118,2024-04-28,CUST140,Backpack,Fashion,Bangalore,2,47319,4132,4.0
ORD1119,2024-04-29,CUST256,Laptop,Fashion,Chennai,4,44290,4233,4.7
ORD1120,2024-04-30,CUST114,Watch,Electronics,Delhi,3,8734,8702,4.0
ORD1121,2024-05-01,CUST912,Headphones,Accessories,Hyderabad,3,26019,3804,4.4
ORD1122,2024-05-02,CUST164,Headphones,Electronics,Delhi,1,27466,1774,5.0
ORD1123,2024-05-03,CUST956,Backpack,Fashion,Pune,4,16673,1426,3.3
ORD1124,2024-05-04,CUST938,Laptop,Electronics,Mumbai,4,27487,8756,3.5
ORD1125,2024-05-05,CUST620,T-shirt,Accessories,Chennai,1,13678,8944,3.8
ORD1126,2024-05-06,CUST443,Headphones,Electronics,Delhi,4,39838,1703,3.8
ORD1127,2024-05-07,CUST228,T-shirt,Fashion,Mumbai,4,25096,2116,3.8
ORD1128,2024-05-08,CUST747,Watch,Accessories,Hyderabad,2,33674,72,4.8
ORD1129,2024-05-09,CUST571,Headphones,Fashion,Mumbai,3,42474,2510,4.4
ORD1130,2024-05-10,CUST162,Headphones,Accessories,Chennai,4,4931,5976,4.2
ORD1131,2024-05-11,CUST238,Shoes,Accessories,Delhi,2,28264,6301,3.6
ORD1132,2024-05-12,CUST598,Headphones,Electronics,Pune,3,22127,9546,4.6
ORD1133,2024-05-13,CUST692,Earbuds,Electronics,Hyderabad,1,39810,7345,4.9
ORD1134,2024-05-14,CUST491,Smartphone,Fashion,Delhi,2,9406,3350,4.6
ORD1135,2024-05-15,CUST774,Earbuds,Electronics,Chennai,2,37414,6329,3.0
ORD1136,2024-05-16,CUST518,Laptop,Electronics,Hyderabad,3,45314,8603,4.3
ORD1137,2024-05-17,CUST388,Laptop,Accessories,Bangalore,1,45879,7403,3.1
ORD1138,2024-05-18,CUST478,T-shirt,Electronics,Mumbai,2,13576,3777,3.5
ORD1139,2024-05-19,CUST872,Earbuds,Accessories,Chennai,4,49792,6322,3.1
ORD1140,2024-05-20,CUST589,Earbuds,Accessories,Bangalore,4,38150,6045,4.2
ORD1141,2024-05-21,CUST330,Earbuds,Accessories,Delhi,4,47381,9526,4.4
ORD1142,2024-05-22,CUST140,Watch,Fashion,Pune,1,46913,564,3.2
ORD1143,2024-05-23,CUST127,Headphones,Fashion,Hyderabad,2,6512,498,3.8
ORD1144,2024-05-24,CUST234,Smartphone,Fashion,Mumbai,4,7651,6069,3.9
ORD1145,2024-05-25,CUST300,T-shirt,Accessories,Hyderabad,1,28711,5393,3.7
ORD1146,2024-05-26,CUST939,Earbuds,Fashion,Delhi,4,27617,8083,3.2
ORD1147,2024-05-27,CUST879,Earbuds,Fashion,Hyderabad,3,36878,2570,3.8
ORD1148,2024-05-28,CUST132,Shoes,Electronics,Mumbai,2,43152,3131,4.5
ORD1149,2024-05-29,CUST147,T-shirt,Fashion,Delhi,2,7394,1478,3.1
ORD1150,2024-05-30,CUST602,Earbuds,Fashion,Hyderabad,1,13967,4017,3.2
ORD1151,2024-05-31,CUST506,T-shirt,Accessories,Pune,1,31510,6495,3.7
ORD1152,2024-06-01,CUST673,Headphones,Accessories,Chennai,2,49757,9164,4.9
ORD1153,2024-06-02,CUST827,Shoes,Accessories,Delhi,4,43141,2209,4.3
ORD1154,2024-06-03,CUST904,T-shirt,Accessories,Chennai,4,12789,5182,4.4
ORD1155,2024-06-04,CUST198,Smartphone,Accessories,Delhi,3,45476,2597,3.7
ORD1156,2024-06-05,CUST783,Smartphone,Accessories,Pune,4,44096,3029,4.2
ORD1157,2024-06-06,CUST971,Laptop,Fashion,Chennai,1,23671,2699,3.0
ORD1158,2024-06-07,CUST825,Shoes,Accessories,Bangalore,1,35405,8555,4.3
ORD1159,2024-06-08,CUST646,Shoes,Accessories,Mumbai,4,21329,3133,4.8
ORD1160,2024-06-09,CUST838,Laptop,Electronics,Bangalore,1,34554,1087,4.2
ORD1161,2024-06-10,CUST712,T-shirt,Fashion,Hyderabad,2,48978,3539,4.7
ORD1162,2024-06-11,CUST561,Shoes,Fashion,Pune,2,44639,7654,4.4
ORD1163,2024-06-12,CUST742,Smartphone,Fashion,Bangalore,4,49213,7594,3.2
ORD1164,2024-06-13,CUST868,Smartphone,Accessories,Delhi,2,30234,2684,4.8
ORD1165,2024-06-14,CUST104,Earbuds,Accessories,Hyderabad,2,7552,4033,3.1
ORD1166,2024-06-15,CUST317,Headphones,Accessories,Hyderabad,3,4154,1828,4.1
ORD1167,2024-06-16,CUST602,Shoes,Electronics,Bangalore,3,23986,7952,3.3
ORD1168,2024-06-17,CUST866,T-shirt,Accessories,Bangalore,2,19243,5160,3.0
ORD1169,2024-06-18,CUST497,Laptop,Electronics,Pune,4,48868,5239,3.8
ORD1170,2024-06-19,CUST970,Laptop,Fashion,Mumbai,3,24989,7428,3.6
ORD1171,2024-06-20,CUST894,T-shirt,Accessories,Bangalore,1,9136,1174,4.0
ORD1172,2024-06-21,CUST492,Watch,Electronics,Bangalore,1,6941,747,4.2
ORD1173,2024-06-22,CUST306,Backpack,Electronics,Chennai,1,25111,2229,3.1
ORD1174,2024-06-23,CUST114,Headphones,Accessories,Delhi,4,42935,9646,3.2
ORD1175,2024-06-24,CUST957,Laptop,Fashion,Chennai,2,12649,5301,4.1
ORD1176,2024-06-25,CUST653,Shoes,Fashion,Chennai,1,35066,9285,3.7
ORD1177,2024-06-26,CUST991,Headphones,Fashion,Hyderabad,4,42868,1979,4.5
ORD1178,2024-06-27,CUST560,Shoes,Electronics,Mumbai,3,22175,1063,4.3
ORD1179,2024-06-28,CUST790,Watch,Electronics,Delhi,2,5995,276,4.7
ORD1180,2024-06-29,CUST674,Smartphone,Electronics,Pune,3,43168,7371,4.4
ORD1181,2024-06-30,CUST963,Headphones,Electronics,Pune,4,14173,1878,3.9
ORD1182,2024-07-01,CUST842,Earbuds,Fashion,Bangalore,1,11630,7959,4.3
ORD1183,2024-07-02,CUST340,Laptop,Accessories,Bangalore,1,23168,5638,3.6
ORD1184,2024-07-03,CUST663,Headphones,Electronics,Pune,4,15722,2073,3.6
ORD1185,2024-07-04,CUST195,Headphones,Electronics,Bangalore,1,24169,5016,4.6
ORD1186,2024-07-05,CUST833,Headphones,Fashion,Mumbai,2,34568,5941,3.9
ORD1187,2024-07-06,CUST584,Backpack,Accessories,Chennai,4,23753,1130,4.6
ORD1188,2024-07-07,CUST506,Headphones,Accessories,Bangalore,3,9935,5086,4.6
ORD1189,2024-07-08,CUST330,Shoes,Fashion,Hyderabad,4,29052,2613,4.7
ORD1190,2024-07-09,CUST848,Smartphone,Fashion,Bangalore,2,37884,3342,4.8
ORD1191,2024-07-10,CUST754,Watch,Accessories,Delhi,2,16893,3636,3.9
ORD1192,2024-07-11,CUST270,T-shirt,Electronics,Mumbai,4,11117,4481,3.6
ORD1193,2024-07-12,CUST640,Headphones,Accessories,Delhi,4,39020,6891,4.2
ORD1194,2024-07-13,CUST135,Laptop,Fashion,Delhi,1,10352,6693,3.7
ORD1195,2024-07-14,CUST624,Headphones,Electronics,Hyderabad,2,31901,4009,4.2
ORD1196,2024-07-15,CUST259,Laptop,Electronics,Mumbai,4,6795,211,4.4
ORD1197,2024-07-16,CUST938,Shoes,Fashion,Mumbai,4,36493,643,4.4
ORD1198,2024-07-17,CUST798,Laptop,Fashion,Mumbai,2,34584,3440,3.7
ORD1199,2024-07-18,CUST342,Earbuds,Fashion,Mumbai,4,45605,6047,3.3
ORD1200,2024-07-19,CUST185,T-shirt,Accessories,Mumbai,1,40075,6404,3.9
ORD1201,2024-07-20,CUST895,Smartphone,Accessories,Hyderabad,2,36951,713,3.3
ORD1202,2024-07-21,CUST677,Laptop,Electronics,Bangalore,1,7727,9374,4.8
ORD1203,2024-07-22,CUST781,Laptop,Fashion,Delhi,1,32410,591,3.7
ORD1204,2024-07-23,CUST656,Smartphone,Electronics,Mumbai,1,36541,5483,3.3
ORD1205,2024-07-24,CUST673,T-shirt,Electronics,Bangalore,1,23884,5143,3.1
ORD1206,2024-07-25,CUST745,Headphones,Electronics,Bangalore,2,645,917,4.3
ORD1207,2024-07-26,CUST895,Laptop,Electronics,Delhi,1,38278,8673,4.3
ORD1208,2024-07-27,CUST127,Smartphone,Fashion,Hyderabad,1,16535,5519,3.7
ORD1209,2024-07-28,CUST719,Earbuds,Electronics,Pune,4,3540,6306,3.1
ORD1210,2024-07-29,CUST655,Earbuds,Fashion,Pune,2,42922,9448,3.8
ORD1211,2024-07-30,CUST439,Shoes,Fashion,Bangalore,2,26660,1219,3.6
ORD1212,2024-07-31,CUST897,Smartphone,Accessories,Chennai,3,18133,880,4.4
ORD1213,2024-08-01,CUST430,Shoes,Fashion,Chennai,2,29844,1701,4.2
ORD1214,2024-08-02,CUST739,Earbuds,Accessories,Delhi,2,17514,1186,3.7
ORD1215,2024-08-03,CUST605,T-shirt,Fashion,Pune,3,15496,2860,3.4
ORD1216,2024-08-04,CUST447,Headphones,Fashion,Bangalore,2,49604,8717,5.0
ORD1217,2024-08-05,CUST572,Smartphone,Fashion,Hyderabad,2,42121,9568,3.9
ORD1218,2024-08-06,CUST330,Watch,Accessories,Pune,2,12195,1069,4.4
ORD1219,2024-08-07,CUST289,Earbuds,Accessories,Bangalore,2,3352,5287,3.3
ORD1220,2024-08-08,CUST324,Earbuds,Electronics,Bangalore,3,16514,1333,4.0
ORD1221,2024-08-09,CUST484,Watch,Accessories,Mumbai,2,27542,709,3.1
ORD1222,2024-08-10,CUST476,Backpack,Accessories,Hyderabad,2,34255,2060,4.0
ORD1223,2024-08-11,CUST382,Earbuds,Accessories,Mumbai,3,40890,8640,4.9
ORD1224,2024-08-12,CUST732,Laptop,Accessories,Delhi,4,24211,1783,3.8
ORD1225,2024-08-13,CUST727,T-shirt,Electronics,Mumbai,1,26622,2175,3.1
ORD1226,2024-08-14,CUST844,Smartphone,Accessories,Mumbai,4,9660,2221,3.1
ORD1227,2024-08-15,CUST358,Watch,Fashion,Pune,3,27713,8316,3.8
ORD1228,2024-08-16,CUST458,Laptop,Fashion,Chennai,1,39920,3521,3.3
ORD1229,2024-08-17,CUST809,Watch,Accessories,Bangalore,3,7921,9078,3.0
ORD1230,2024-08-18,CUST555,Smartphone,Accessories,Hyderabad,3,21900,5674,4.5
ORD1231,2024-08-19,CUST510,Shoes,Fashion,Mumbai,2,34037,8741,3.9
ORD1232,2024-08-20,CUST748,Smartphone,Fashion,Hyderabad,1,18227,8379,3.6
ORD1233,2024-08-21,CUST417,Backpack,Electronics,Chennai,2,47382,2147,4.8
ORD1234,2024-08-22,CUST776,Smartphone,Fashion,Chennai,1,4858,5118,3.2
ORD1235,2024-08-23,CUST324,Smartphone,Fashion,Mumbai,3,28982,6447,4.9
ORD1236,2024-08-24,CUST918,Backpack,Accessories,Delhi,3,32617,2807,3.6
ORD1237,2024-08-25,CUST333,T-shirt,Fashion,Mumbai,4,23664,3970,4.8
ORD1238,2024-08-26,CUST783,Earbuds,Electronics,Pune,1,32410,8236,4.2
ORD1239,2024-08-27,CUST763,Smartphone,Fashion,Bangalore,2,32996,1950,4.7
ORD1240,2024-08-28,CUST926,Backpack,Accessories,Delhi,4,44811,2660,5.0
ORD1241,2024-08-29,CUST473,Laptop,Accessories,Mumbai,4,29871,6950,3.6
ORD1242,2024-08-30,CUST771,Shoes,Fashion,Hyderabad,4,38967,1499,4.9
ORD1243,2024-08-31,CUST707,Shoes,Accessories,Delhi,2,18125,8788,3.8
ORD1244,2024-09-01,CUST571,Smartphone,Electronics,Delhi,4,34393,5067,3.8
ORD1245,2024-09-02,CUST332,T-shirt,Electronics,Mumbai,2,11293,8049,3.7
ORD1246,2024-09-03,CUST791,T-shirt,Fashion,Delhi,4,31507,6102,4.1
ORD1247,2024-09-04,CUST212,Laptop,Fashion,Hyderabad,2,26266,2146,3.3
ORD1248,2024-09-05,CUST929,Smartphone,Fashion,Chennai,3,40032,8945,4.1
ORD1249,2024-09-06,CUST596,Shoes,Accessories,Delhi,3,12823,6454,4.1
ORD1250,2024-09-07,CUST541,T-shirt,Electronics,Chennai,3,46299,9867,4.5
ORD1251,2024-09-08,CUST663,Smartphone,Electronics,Hyderabad,3,47320,3381,4.7
ORD1252,2024-09-09,CUST367,Watch,Accessories,Mumbai,3,45908,7512,3.9
ORD1253,2024-09-10,CUST609,T-shirt,Electronics,Bangalore,4,8343,5155,3.6
ORD1254,2024-09-11,CUST906,Backpack,Fashion,Delhi,4,14710,3028,3.5
ORD1255,2024-09-12,CUST485,Watch,Fashion,Bangalore,4,16956,2889,3.4
ORD1256,2024-09-13,CUST486,Earbuds,Fashion,Hyderabad,2,31867,3434,3.1
ORD1257,2024-09-14,CUST212,T-shirt,Electronics,Delhi,2,10606,735,3.7
ORD1258,2024-09-15,CUST712,Shoes,Fashion,Chennai,2,38457,7581,3.5
ORD1259,2024-09-16,CUST724,Headphones,Accessories,Pune,2,2972,4333,4.9
ORD1260,2024-09-17,CUST180,Watch,Accessories,Bangalore,3,7204,7786,4.1
ORD1261,2024-09-18,CUST798,Earbuds,Electronics,Delhi,3,4213,7760,3.7
ORD1262,2024-09-19,CUST212,Laptop,Accessories,Bangalore,3,5551,1669,4.2
ORD1263,2024-09-20,CUST101,Laptop,Accessories,Delhi,1,11256,6918,3.3
ORD1264,2024-09-21,CUST741,Shoes,Electronics,Mumbai,4,2975,1481,3.9
ORD1265,2024-09-22,CUST319,T-shirt,Fashion,Chennai,2,36878,9117,4.3
ORD1266,2024-09-23,CUST665,Smartphone,Fashion,Bangalore,2,4755,4763,4.0
ORD1267,2024-09-24,CUST954,T-shirt,Fashion,Pune,3,14984,9607,3.8
ORD1268,2024-09-25,CUST835,Shoes,Electronics,Pune,2,35003,9485,5.0
ORD1269,2024-09-26,CUST324,Laptop,Accessories,Hyderabad,2,8758,5048,4.8
ORD1270,2024-09-27,CUST484,T-shirt,Fashion,Delhi,4,41247,212,4.2
ORD1271,2024-09-28,CUST502,Laptop,Fashion,Bangalore,3,35696,2024,4.1
ORD1272,2024-09-29,CUST737,Watch,Electronics,Hyderabad,4,45613,3341,4.2
ORD1273,2024-09-30,CUST229,Earbuds,Fashion,Bangalore,1,40694,8511,3.4
ORD1274,2024-10-01,CUST152,Smartphone,Electronics,Delhi,1,9033,681,3.8
ORD1275,2024-10-02,CUST783,Watch,Accessories,Pune,1,33081,955,3.1
ORD1276,2024-10-03,CUST829,Laptop,Electronics,Mumbai,3,5749,2064,4.0
ORD1277,2024-10-04,CUST771,Laptop,Electronics,Pune,2,19701,9883,4.1
ORD1278,2024-10-05,CUST809,Headphones,Electronics,Hyderabad,3,10186,7946,3.5
ORD1279,2024-10-06,CUST515,Headphones,Electronics,Chennai,3,47377,254,4.9
ORD1280,2024-10-07,CUST346,Watch,Accessories,Mumbai,2,32507,631,4.8
ORD1281,2024-10-08,CUST935,Backpack,Accessories,Hyderabad,4,1161,5725,4.4
ORD1282,2024-10-09,CUST538,Watch,Fashion,Delhi,1,45343,9082,4.1
ORD1283,2024-10-10,CUST302,Headphones,Accessories,Mumbai,4,30637,5397,4.7
ORD1284,2024-10-11,CUST283,Laptop,Accessories,Hyderabad,1,48056,9961,3.3
ORD1285,2024-10-12,CUST222,Shoes,Fashion,Delhi,3,43328,2693,4.6
ORD1286,2024-10-13,CUST500,Watch,Accessories,Pune,1,49104,8067,3.2
ORD1287,2024-10-14,CUST866,Laptop,Electronics,Chennai,3,11026,2347,4.6
ORD1288,2024-10-15,CUST393,Shoes,Electronics,Delhi,4,3874,924,3.6
ORD1289,2024-10-16,CUST379,Shoes,Fashion,Bangalore,3,26092,5610,4.8
ORD1290,2024-10-17,CUST936,Headphones,Fashion,Delhi,4,29482,739,4.9
ORD1291,2024-10-18,CUST983,Watch,Fashion,Delhi,2,707,4050,3.3
ORD1292,2024-10-19,CUST709,T-shirt,Electronics,Chennai,2,35933,9664,3.9
ORD1293,2024-10-20,CUST297,Smartphone,Accessories,Bangalore,2,23697,721,5.0
ORD1294,2024-10-21,CUST610,Headphones,Electronics,Hyderabad,3,33900,7977,4.0
ORD1295,2024-10-22,CUST851,Headphones,Fashion,Hyderabad,2,3583,1221,4.7
ORD1296,2024-10-23,CUST243,T-shirt,Accessories,Delhi,1,29828,5641,4.2
ORD1297,2024-10-24,CUST708,Smartphone,Accessories,Bangalore,4,46979,9185,3.8
ORD1298,2024-10-25,CUST300,Laptop,Electronics,Bangalore,4,43391,6392,3.6
ORD1299,2024-10-26,CUST223,Backpack,Fashion,Chennai,1,20603,1499,3.4
ORD1300,2024-10-27,CUST286,Watch,Electronics,Pune,3,40391,2589,4.5
ORD1301,2024-10-28,CUST425,Backpack,Accessories,Hyderabad,3,11254,4009,3.8
ORD1302,2024-10-29,CUST563,Laptop,Electronics,Chennai,4,34947,6335,4.0
ORD1303,2024-10-30,CUST448,Earbuds,Electronics,Mumbai,2,16401,5482,4.0
